Applicant_ID,Age,City_Tier,Annual_Income,CIBIL_Score,UPI_Txns_Monthly,Loan_Amount,Loan_Tenure_Months,Default_Status
APP-111203,28,Tier_3,494004,597,34,50000,12,0
APP-111204,41,Tier_1,806027,822,53,50000,24,0
APP-111205,40,Tier_1,732126,573,50,100000,12,0
APP-111206,25,Tier_2,476411,834,32,200000,12,0
APP-111207,37,Tier_1,633058,797,56,100000,12,0
APP-111208,46,Tier_3,741881,798,50,500000,12,0
APP-111209,40,Tier_2,300000,624,24,100000,24,1
APP-111210,43,Tier_1,1141773,723,89,100000,36,0
APP-111211,36,Tier_1,862080,725,69,100000,12,0
APP-111212,29,Tier_3,849140,724,46,200000,12,0
APP-111213,44,Tier_1,612966,763,43,50000,12,0
APP-111214,23,Tier_2,349989,900,13,100000,12,0
APP-111215,34,Tier_1,958606,715,61,50000,12,0
APP-111216,33,Tier_1,952565,803,56,50000,36,1
APP-111217,32,Tier_3,472221,824,43,50000,36,0
APP-111218,42,Tier_1,771767,702,59,100000,12,0
APP-111219,25,Tier_1,854582,712,55,50000,24,0
APP-111220,28,Tier_2,300000,740,12,500000,12,1
APP-111221,25,Tier_3,376497,762,22,200000,36,1
APP-111222,27,Tier_3,328074,889,24,50000,24,0
APP-111223,47,Tier_3,300000,803,24,50000,24,0
APP-111224,41,Tier_3,459293,585,42,100000,12,1
APP-111225,39,Tier_2,433427,858,24,50000,36,0
APP-111226,21,Tier_1,947557,842,71,100000,24,0
APP-111227,35,Tier_1,804053,777,58,100000,24,0
APP-111228,50,Tier_1,719410,671,44,500000,12,0
APP-111229,29,Tier_1,1024112,747,81,50000,36,0
APP-111230,30,Tier_3,330303,793,23,50000,12,0
APP-111231,26,Tier_2,966361,776,74,100000,36,0
APP-111232,36,Tier_1,885694,772,60,50000,24,0
APP-111233,21,Tier_2,779628,734,44,100000,12,0
APP-111234,44,Tier_2,337340,828,29,50000,24,0
APP-111235,34,Tier_1,850246,799,59,50000,36,0
APP-111236,32,Tier_3,580297,769,45,50000,36,1
APP-111237,37,Tier_1,753090,788,46,200000,24,0
APP-111238,31,Tier_1,595124,630,53,500000,36,0
APP-111239,26,Tier_1,877992,766,61,100000,12,0
APP-111240,32,Tier_1,775235,724,43,100000,12,0
APP-111241,31,Tier_2,418273,779,27,50000,24,0
APP-111242,41,Tier_1,930522,803,60,50000,24,0
APP-111243,36,Tier_3,353433,755,24,100000,24,0
APP-111244,26,Tier_3,635520,777,60,200000,12,0
APP-111245,30,Tier_2,300000,688,33,100000,36,0
APP-111246,33,Tier_1,875817,565,65,50000,12,1
APP-111247,39,Tier_1,602484,668,33,50000,36,0
APP-111248,25,Tier_2,300000,682,12,50000,36,0
APP-111249,25,Tier_1,804189,714,58,200000,12,0
APP-111250,35,Tier_1,648892,715,41,50000,12,0
APP-111251,30,Tier_1,1048541,737,80,50000,12,0
APP-111252,25,Tier_1,1263980,652,80,200000,24,0
APP-111253,29,Tier_1,665401,646,39,200000,36,1
APP-111254,31,Tier_1,621770,900,44,50000,36,0
APP-111255,27,Tier_3,452906,648,43,200000,36,1
APP-111256,33,Tier_3,450389,674,35,500000,24,1
APP-111257,41,Tier_2,300000,678,16,50000,36,0
APP-111258,38,Tier_3,519498,782,36,200000,36,0
APP-111259,33,Tier_2,300000,811,15,50000,24,0
APP-111260,33,Tier_1,445536,749,24,100000,12,0
APP-111261,40,Tier_1,853913,897,73,100000,12,0
APP-111262,57,Tier_1,880825,741,61,50000,12,0
APP-111263,33,Tier_3,300000,748,26,100000,36,0
APP-111264,27,Tier_1,613965,733,43,200000,24,0
APP-111265,39,Tier_2,377307,788,34,50000,12,0
APP-111266,27,Tier_1,934986,812,77,50000,36,0
APP-111267,31,Tier_1,488156,758,40,200000,36,0
APP-111268,39,Tier_2,628730,685,41,100000,12,0
APP-111269,36,Tier_1,683081,834,44,100000,12,0
APP-111270,21,Tier_2,300000,708,36,500000,24,0
APP-111271,21,Tier_3,725386,900,44,100000,36,0
APP-111272,34,Tier_2,421440,665,47,50000,36,0
APP-111273,34,Tier_3,304221,819,36,100000,36,0
APP-111274,34,Tier_2,883689,796,63,500000,36,0
APP-111275,30,Tier_1,1016534,715,83,100000,36,0
APP-111276,37,Tier_2,558380,804,37,100000,12,0
APP-111277,33,Tier_1,729333,769,54,200000,12,0
APP-111278,38,Tier_1,1093373,880,70,50000,36,0
APP-111279,36,Tier_3,322122,830,24,200000,24,1
APP-111280,46,Tier_3,377324,810,16,50000,36,0
APP-111281,25,Tier_2,480699,753,31,200000,24,0
APP-111282,34,Tier_1,782896,753,54,50000,24,1
APP-111283,42,Tier_1,683463,846,37,200000,12,0
APP-111284,35,Tier_2,814149,853,48,500000,24,1
APP-111285,46,Tier_2,300000,804,34,50000,24,0
APP-111286,21,Tier_3,554530,510,37,100000,36,1
APP-111287,25,Tier_2,300000,786,25,500000,36,0
APP-111288,21,Tier_1,638851,757,38,50000,36,0
APP-111289,33,Tier_2,643572,706,35,50000,24,0
APP-111290,33,Tier_1,844170,779,52,100000,12,0
APP-111291,21,Tier_1,981534,712,56,50000,12,0
APP-111292,40,Tier_3,613557,651,34,200000,36,0
APP-111293,38,Tier_1,872311,814,50,100000,36,0
APP-111294,52,Tier_1,734502,735,61,50000,36,0
APP-111295,40,Tier_1,736173,691,54,50000,36,0
APP-111296,21,Tier_1,941786,892,52,200000,24,0
APP-111297,21,Tier_3,387222,900,39,500000,36,1
APP-111298,24,Tier_3,447842,705,45,200000,36,1
APP-111299,41,Tier_2,506382,807,24,100000,12,0
APP-111300,43,Tier_3,300000,809,29,500000,24,0
APP-111301,35,Tier_3,362355,537,18,200000,36,1
APP-111302,36,Tier_2,306426,724,25,100000,12,0
APP-111303,23,Tier_2,651235,674,55,50000,24,0
APP-111304,21,Tier_3,300000,851,23,500000,36,0
APP-111305,27,Tier_1,591899,749,53,50000,12,0
APP-111306,37,Tier_1,1309571,661,99,200000,24,0
APP-111307,35,Tier_2,564805,698,33,500000,12,0
APP-111308,43,Tier_1,651109,786,51,100000,24,0
APP-111309,24,Tier_2,557436,672,33,50000,12,0
APP-111310,27,Tier_3,677241,778,61,100000,12,0
APP-111311,33,Tier_1,875894,720,64,100000,24,0
APP-111312,41,Tier_2,300000,732,10,100000,24,0
APP-111313,21,Tier_3,885027,833,78,50000,24,0
APP-111314,27,Tier_3,354852,737,28,100000,36,0
APP-111315,21,Tier_1,921431,746,56,50000,24,0
APP-111316,26,Tier_2,447879,620,34,200000,24,0
APP-111317,35,Tier_1,489010,782,26,50000,36,0
APP-111318,43,Tier_2,798458,657,52,200000,24,0
APP-111319,21,Tier_1,1078767,728,71,50000,24,1
APP-111320,36,Tier_1,567332,658,28,100000,24,0
APP-111321,34,Tier_1,1192434,717,92,200000,12,0
APP-111322,40,Tier_2,599092,777,47,50000,24,0
APP-111323,39,Tier_2,428100,771,39,200000,24,0
APP-111324,30,Tier_1,1018544,793,75,50000,12,0
APP-111325,43,Tier_2,532483,771,53,50000,24,0
APP-111326,21,Tier_3,585518,787,39,100000,24,0
APP-111327,22,Tier_1,639717,711,38,50000,24,1
APP-111328,31,Tier_1,808331,694,44,50000,36,0
APP-111329,26,Tier_1,686943,784,42,100000,12,0
APP-111330,39,Tier_2,395989,825,41,200000,24,0
APP-111331,28,Tier_1,562372,655,35,100000,12,0
APP-111332,35,Tier_3,773298,667,66,200000,12,1
APP-111333,36,Tier_1,862060,729,68,50000,24,0
APP-111334,33,Tier_3,797933,706,45,100000,24,0
APP-111335,38,Tier_3,771367,655,53,100000,36,0
APP-111336,29,Tier_2,300148,611,29,100000,12,0
APP-111337,21,Tier_2,764909,626,49,50000,24,0
APP-111338,41,Tier_1,1003489,791,73,50000,24,0
APP-111339,23,Tier_3,344967,900,40,50000,12,0
APP-111340,28,Tier_3,652435,600,55,100000,36,0
APP-111341,33,Tier_3,360318,671,28,50000,24,0
APP-111342,53,Tier_3,497323,741,48,100000,24,0
APP-111343,37,Tier_1,634432,826,32,200000,36,0
APP-111344,33,Tier_2,325326,871,25,500000,12,0
APP-111345,27,Tier_2,488790,758,25,100000,24,0
APP-111346,39,Tier_1,905448,847,50,50000,36,0
APP-111347,36,Tier_2,614172,830,32,50000,12,0
APP-111348,25,Tier_2,526888,883,49,50000,36,0
APP-111349,37,Tier_3,481037,620,28,200000,24,1
APP-111350,43,Tier_1,790075,716,67,100000,24,0
APP-111351,31,Tier_3,494235,783,43,50000,36,0
APP-111352,31,Tier_1,760450,769,57,50000,12,0
APP-111353,30,Tier_3,329419,804,14,100000,12,0
APP-111354,53,Tier_2,591399,751,41,100000,12,0
APP-111355,21,Tier_1,736784,700,68,100000,36,0
APP-111356,24,Tier_3,724586,799,46,100000,36,0
APP-111357,32,Tier_3,424506,761,45,100000,24,0
APP-111358,25,Tier_2,817198,725,51,100000,12,0
APP-111359,21,Tier_1,905045,688,67,50000,24,0
APP-111360,24,Tier_1,510335,757,47,50000,12,0
APP-111361,26,Tier_1,702167,810,44,50000,12,0
APP-111362,27,Tier_2,698449,860,36,200000,24,0
APP-111363,34,Tier_1,811844,717,60,50000,12,0
APP-111364,35,Tier_1,756807,650,43,500000,36,0
APP-111365,28,Tier_1,645010,674,50,50000,24,0
APP-111366,29,Tier_3,733186,771,60,100000,12,0
APP-111367,47,Tier_2,672799,810,48,200000,12,0
APP-111368,44,Tier_1,638172,644,54,100000,36,0
APP-111369,21,Tier_2,410764,727,38,100000,36,0
APP-111370,45,Tier_1,944451,644,81,500000,12,0
APP-111371,37,Tier_1,823589,695,56,100000,24,0
APP-111372,35,Tier_1,788497,753,52,50000,24,0
APP-111373,36,Tier_2,318221,796,35,100000,36,0
APP-111374,25,Tier_1,916836,742,54,500000,24,0
APP-111375,40,Tier_1,1113109,743,69,200000,12,0
APP-111376,33,Tier_1,698575,827,47,50000,36,0
APP-111377,39,Tier_2,300000,737,19,100000,12,0
APP-111378,29,Tier_1,950856,674,71,50000,36,0
APP-111379,25,Tier_1,1095836,815,90,100000,24,0
APP-111380,31,Tier_3,711906,689,51,50000,36,0
APP-111381,35,Tier_1,882043,776,61,50000,24,0
APP-111382,37,Tier_3,300000,817,22,50000,36,0
APP-111383,27,Tier_3,766983,776,41,200000,36,0
APP-111384,35,Tier_1,917684,754,73,50000,36,0
APP-111385,35,Tier_1,822237,693,60,200000,36,0
APP-111386,38,Tier_3,300000,684,28,200000,36,0
APP-111387,30,Tier_2,901498,653,73,200000,36,0
APP-111388,32,Tier_1,714829,608,47,100000,12,0
APP-111389,37,Tier_1,752721,772,56,500000,36,1
APP-111390,27,Tier_1,760016,634,65,50000,36,0
APP-111391,28,Tier_2,305802,599,37,100000,36,0
APP-111392,37,Tier_1,594987,841,50,50000,36,0
APP-111393,29,Tier_1,1010372,647,86,100000,24,0
APP-111394,21,Tier_1,916188,728,79,50000,12,0
APP-111395,45,Tier_3,356741,709,20,50000,12,0
APP-111396,36,Tier_1,826696,797,62,200000,24,0
APP-111397,40,Tier_1,1069404,804,79,200000,24,0
APP-111398,22,Tier_1,494471,698,48,100000,24,0
APP-111399,38,Tier_2,768252,810,59,100000,36,0
APP-111400,21,Tier_2,762778,886,62,50000,24,0
APP-111401,32,Tier_1,1125872,768,69,50000,36,0
APP-111402,29,Tier_1,632868,900,48,100000,24,1
APP-111403,30,Tier_1,968671,576,57,100000,12,1
APP-111404,26,Tier_2,395459,765,31,200000,12,1
APP-111405,21,Tier_1,824628,715,44,50000,24,0
APP-111406,34,Tier_2,432576,745,29,50000,24,0
APP-111407,25,Tier_3,502760,631,29,200000,12,0
APP-111408,52,Tier_3,555656,675,54,50000,36,0
APP-111409,21,Tier_1,939766,803,62,50000,24,0
APP-111410,39,Tier_3,493378,735,40,200000,36,0
APP-111411,25,Tier_1,955097,765,65,50000,36,0
APP-111412,21,Tier_2,311510,614,36,50000,24,0
APP-111413,23,Tier_2,396418,893,22,200000,36,0
APP-111414,31,Tier_3,773193,701,62,100000,12,0
APP-111415,21,Tier_2,534252,857,28,50000,36,0
APP-111416,24,Tier_2,300000,861,16,50000,24,0
APP-111417,35,Tier_3,499964,786,40,100000,36,0
APP-111418,25,Tier_2,503416,688,39,100000,12,0
APP-111419,33,Tier_3,369852,900,14,50000,12,0
APP-111420,44,Tier_3,347125,900,29,50000,36,1
APP-111421,29,Tier_2,393882,798,39,50000,36,0
APP-111422,33,Tier_1,940743,870,67,50000,36,0
APP-111423,40,Tier_1,492255,739,32,200000,24,0
APP-111424,31,Tier_3,465910,799,26,50000,12,0
APP-111425,27,Tier_1,561974,842,55,100000,24,0
APP-111426,48,Tier_2,300000,698,27,200000,24,0
APP-111427,26,Tier_1,1006002,678,72,50000,24,0
APP-111428,29,Tier_3,404116,785,28,500000,12,0
APP-111429,31,Tier_1,935441,663,80,50000,36,0
APP-111430,46,Tier_1,685423,700,50,200000,36,0
APP-111431,34,Tier_1,756995,794,46,50000,24,0
APP-111432,29,Tier_1,1019541,744,82,50000,12,1
APP-111433,21,Tier_2,421941,827,38,100000,12,0
APP-111434,21,Tier_2,841469,771,60,50000,12,0
APP-111435,21,Tier_2,546683,825,51,50000,24,0
APP-111436,31,Tier_1,915452,682,80,50000,24,0
APP-111437,41,Tier_2,872949,674,67,100000,12,0
APP-111438,34,Tier_1,825407,789,54,50000,12,0
APP-111439,29,Tier_3,340858,860,34,50000,24,1
APP-111440,32,Tier_3,791288,855,42,100000,24,0
APP-111441,35,Tier_2,894346,645,53,50000,12,1
APP-111442,46,Tier_1,746324,858,64,50000,36,0
APP-111443,27,Tier_1,1021539,900,86,100000,12,0
APP-111444,24,Tier_1,686212,749,44,100000,24,0
APP-111445,32,Tier_3,521525,745,33,100000,24,0
APP-111446,36,Tier_1,792845,837,71,100000,24,0
APP-111447,45,Tier_1,622403,690,59,100000,36,0
APP-111448,45,Tier_1,657204,693,50,50000,12,0
APP-111449,27,Tier_1,900607,663,78,200000,24,0
APP-111450,34,Tier_1,574495,723,55,100000,36,0
APP-111451,26,Tier_1,731331,765,67,50000,24,0
APP-111452,40,Tier_1,1006373,777,83,100000,24,0
APP-111453,28,Tier_1,691472,766,56,200000,24,0
APP-111454,28,Tier_2,454178,730,26,50000,12,0
APP-111455,41,Tier_1,944104,698,59,100000,36,0
APP-111456,37,Tier_2,300000,769,32,50000,36,0
APP-111457,34,Tier_1,815457,842,51,100000,12,0
APP-111458,35,Tier_3,691447,766,37,200000,36,0
APP-111459,25,Tier_3,390573,757,26,100000,36,0
APP-111460,25,Tier_1,990904,813,68,100000,12,0
APP-111461,35,Tier_2,403911,672,31,50000,12,0
APP-111462,21,Tier_1,885703,741,65,50000,36,0
APP-111463,33,Tier_1,691247,766,43,50000,24,0
APP-111464,40,Tier_3,300000,873,10,50000,24,0
APP-111465,49,Tier_2,366148,670,29,200000,12,1
APP-111466,40,Tier_1,928170,588,60,50000,12,0
APP-111467,43,Tier_2,300000,815,13,50000,12,1
APP-111468,31,Tier_1,412146,671,26,50000,24,0
APP-111469,38,Tier_1,842333,563,57,50000,12,0
APP-111470,22,Tier_1,410375,802,34,50000,24,0
APP-111471,41,Tier_1,550861,735,50,50000,12,0
APP-111472,27,Tier_1,771524,642,69,50000,36,0
APP-111473,38,Tier_2,375826,669,22,50000,12,0
APP-111474,21,Tier_1,387578,656,27,100000,12,0
APP-111475,21,Tier_1,895473,698,63,50000,12,1
APP-111476,42,Tier_2,447036,738,20,100000,12,0
APP-111477,24,Tier_3,300000,570,22,100000,24,0
APP-111478,21,Tier_1,955775,842,54,50000,24,0
APP-111479,21,Tier_1,717725,728,49,100000,12,0
APP-111480,28,Tier_1,550457,773,53,50000,36,0
APP-111481,27,Tier_1,616740,839,50,200000,24,0
APP-111482,21,Tier_3,780688,723,50,50000,24,0
APP-111483,28,Tier_3,484141,792,34,200000,24,0
APP-111484,21,Tier_1,821560,880,46,50000,36,0
APP-111485,25,Tier_2,720301,605,60,500000,12,1
APP-111486,35,Tier_1,1038351,669,87,50000,36,0
APP-111487,30,Tier_1,663667,698,40,50000,24,0
APP-111488,26,Tier_1,908329,725,63,100000,12,0
APP-111489,27,Tier_2,509666,771,37,200000,12,0
APP-111490,37,Tier_3,655400,765,48,50000,24,0
APP-111491,21,Tier_1,810126,670,67,100000,36,0
APP-111492,35,Tier_2,337526,780,34,50000,24,0
APP-111493,38,Tier_1,995899,900,84,50000,12,0
APP-111494,29,Tier_3,636244,811,34,100000,12,1
APP-111495,25,Tier_1,676590,714,53,100000,24,0
APP-111496,28,Tier_3,489734,731,37,50000,36,0
APP-111497,40,Tier_3,577887,608,55,50000,36,0
APP-111498,25,Tier_1,921966,718,55,500000,12,0
APP-111499,32,Tier_1,549772,774,27,200000,12,0
APP-111500,30,Tier_1,1210292,796,84,50000,12,0
APP-111501,25,Tier_1,940067,678,66,50000,36,0
APP-111502,35,Tier_1,985884,672,73,200000,12,1
APP-111503,21,Tier_3,496936,891,42,50000,24,0
APP-111504,26,Tier_3,410675,737,37,50000,24,0
APP-111505,23,Tier_2,377965,704,33,50000,36,0
APP-111506,35,Tier_2,602266,753,52,100000,36,0
APP-111507,39,Tier_1,955898,683,82,100000,12,0
APP-111508,30,Tier_1,637563,768,49,100000,36,0
APP-111509,24,Tier_1,781805,816,45,50000,24,0
APP-111510,43,Tier_2,682350,779,50,100000,24,0
APP-111511,29,Tier_1,350089,756,18,100000,12,0
APP-111512,43,Tier_2,1025510,681,77,50000,36,0
APP-111513,57,Tier_2,607830,769,59,50000,36,0
APP-111514,21,Tier_3,348269,675,22,50000,24,0
APP-111515,35,Tier_1,710458,881,53,100000,12,0
APP-111516,31,Tier_3,468400,822,36,100000,36,0
APP-111517,32,Tier_3,330897,551,12,50000,12,0
APP-111518,37,Tier_1,972733,767,55,100000,24,0
APP-111519,23,Tier_1,764161,784,44,200000,24,0
APP-111520,24,Tier_1,701375,793,54,50000,24,0
APP-111521,33,Tier_1,573190,805,56,100000,24,0
APP-111522,43,Tier_1,847610,698,60,50000,12,0
APP-111523,37,Tier_1,888806,755,70,50000,24,0
APP-111524,21,Tier_1,887673,674,57,100000,36,0
APP-111525,33,Tier_2,533817,743,25,200000,12,0
APP-111526,30,Tier_2,300000,779,38,50000,24,0
APP-111527,25,Tier_1,793485,683,62,50000,12,0
APP-111528,34,Tier_1,1003651,639,67,50000,12,0
APP-111529,30,Tier_3,494531,663,29,50000,12,0
APP-111530,21,Tier_3,491596,761,36,500000,36,0
APP-111531,21,Tier_2,388910,640,38,50000,36,1
APP-111532,32,Tier_3,489106,749,33,100000,24,0
APP-111533,38,Tier_3,390578,844,37,50000,24,0
APP-111534,38,Tier_2,453326,724,45,50000,36,0
APP-111535,41,Tier_1,642090,701,52,50000,24,0
APP-111536,38,Tier_1,700163,724,39,50000,24,0
APP-111537,39,Tier_3,768568,831,63,100000,24,1
APP-111538,43,Tier_1,685423,747,61,50000,24,0
APP-111539,26,Tier_3,656789,810,59,200000,12,0
APP-111540,31,Tier_1,809713,799,56,500000,12,1
APP-111541,33,Tier_3,546018,779,39,50000,36,0
APP-111542,27,Tier_1,844951,636,62,50000,36,1
APP-111543,21,Tier_3,635975,579,52,50000,12,0
APP-111544,21,Tier_2,709059,734,50,50000,24,0
APP-111545,36,Tier_1,1091681,776,86,200000,24,0
APP-111546,24,Tier_1,927596,788,68,50000,12,1
APP-111547,25,Tier_3,451881,807,20,50000,24,0
APP-111548,21,Tier_2,558574,762,54,100000,36,0
APP-111549,43,Tier_1,1009166,814,85,50000,36,0
APP-111550,35,Tier_1,839825,653,72,200000,24,0
APP-111551,32,Tier_1,727256,823,62,200000,36,0
APP-111552,37,Tier_1,1148696,655,91,200000,24,0
APP-111553,39,Tier_1,934684,778,78,200000,24,0
APP-111554,38,Tier_2,648867,640,51,200000,12,1
APP-111555,21,Tier_2,670275,585,40,200000,36,0
APP-111556,43,Tier_3,870266,821,63,50000,36,0
APP-111557,31,Tier_1,1019885,812,66,200000,12,0
APP-111558,30,Tier_3,300000,840,18,100000,36,0
APP-111559,30,Tier_1,502543,639,45,100000,12,1
APP-111560,50,Tier_1,870080,645,66,50000,12,1
APP-111561,34,Tier_1,823509,815,72,100000,12,1
APP-111562,32,Tier_1,704319,831,39,50000,12,0
APP-111563,30,Tier_2,371803,769,31,500000,36,0
APP-111564,21,Tier_2,309015,740,29,50000,36,0
APP-111565,32,Tier_3,300000,883,35,50000,36,0
APP-111566,29,Tier_2,314348,858,16,50000,12,0
APP-111567,21,Tier_1,1100470,843,90,50000,24,0
APP-111568,25,Tier_1,807984,733,56,50000,36,0
APP-111569,45,Tier_2,456852,730,34,50000,36,0
APP-111570,33,Tier_1,1014357,827,70,50000,24,0
APP-111571,41,Tier_2,300000,665,25,50000,36,0
APP-111572,25,Tier_2,464154,763,48,50000,12,0
APP-111573,36,Tier_1,709008,754,55,500000,36,1
APP-111574,31,Tier_1,473757,778,39,200000,36,0
APP-111575,33,Tier_2,493725,677,26,200000,24,0
APP-111576,29,Tier_3,685594,769,43,200000,36,0
APP-111577,36,Tier_2,451112,765,49,200000,36,0
APP-111578,27,Tier_1,988872,686,80,50000,24,0
APP-111579,21,Tier_1,613597,752,59,50000,24,0
APP-111580,29,Tier_1,976493,685,79,100000,24,0
APP-111581,51,Tier_1,839455,641,74,50000,12,0
APP-111582,29,Tier_1,1017484,680,66,100000,36,0
APP-111583,36,Tier_2,300000,705,18,50000,36,0
APP-111584,34,Tier_3,300000,691,13,50000,12,0
APP-111585,21,Tier_2,793871,859,66,500000,24,0
APP-111586,25,Tier_2,442608,685,25,50000,36,1
APP-111587,27,Tier_1,978848,794,84,50000,24,0
APP-111588,40,Tier_2,806078,705,45,50000,12,0
APP-111589,35,Tier_1,811846,752,45,50000,36,0
APP-111590,36,Tier_1,985761,802,64,500000,12,0
APP-111591,30,Tier_3,450073,770,41,100000,36,0
APP-111592,21,Tier_1,975158,701,67,100000,12,0
APP-111593,28,Tier_1,602273,772,47,50000,36,0
APP-111594,34,Tier_3,300000,565,25,50000,12,0
APP-111595,37,Tier_2,452208,790,39,100000,12,0
APP-111596,36,Tier_1,521436,752,42,50000,24,0
APP-111597,40,Tier_3,807215,826,47,200000,24,0
APP-111598,44,Tier_2,300000,703,35,50000,36,0
APP-111599,24,Tier_1,487791,747,46,50000,24,0
APP-111600,31,Tier_2,401639,675,36,100000,36,0
APP-111601,21,Tier_1,788936,796,55,50000,24,0
APP-111602,37,Tier_2,614132,827,45,500000,12,0
APP-111603,35,Tier_1,444173,640,20,200000,24,0
APP-111604,26,Tier_2,455931,823,29,50000,12,0
APP-111605,28,Tier_1,785648,608,54,200000,36,0
APP-111606,31,Tier_2,300000,773,16,50000,36,0
APP-111607,37,Tier_1,922672,814,59,50000,12,0
APP-111608,31,Tier_2,517602,660,35,50000,12,0
APP-111609,34,Tier_2,300000,878,15,50000,12,0
APP-111610,30,Tier_1,783858,714,58,100000,12,0
APP-111611,27,Tier_2,431871,658,31,100000,36,0
APP-111612,38,Tier_3,366591,898,32,50000,12,0
APP-111613,42,Tier_1,810312,777,50,100000,24,0
APP-111614,40,Tier_3,368175,746,23,50000,36,0
APP-111615,24,Tier_1,663856,687,54,200000,12,0
APP-111616,33,Tier_1,621733,689,50,100000,12,0
APP-111617,34,Tier_1,937555,888,64,50000,12,0
APP-111618,30,Tier_3,515849,900,24,100000,12,0
APP-111619,28,Tier_1,715753,787,38,50000,12,0
APP-111620,30,Tier_1,683195,745,38,50000,36,0
APP-111621,30,Tier_2,728765,767,42,50000,12,0
APP-111622,43,Tier_1,862625,856,73,200000,36,0
APP-111623,23,Tier_1,588961,707,58,50000,36,0
APP-111624,34,Tier_1,862225,772,62,200000,24,0
APP-111625,23,Tier_1,1108873,765,81,100000,12,0
APP-111626,37,Tier_2,300000,732,32,200000,36,0
APP-111627,21,Tier_1,570639,768,33,50000,24,0
APP-111628,32,Tier_1,899136,632,78,50000,24,0
APP-111629,32,Tier_2,757808,699,68,50000,12,0
APP-111630,31,Tier_1,660907,810,50,500000,24,0
APP-111631,51,Tier_3,513235,791,48,50000,36,0
APP-111632,37,Tier_2,640771,845,50,50000,36,0
APP-111633,21,Tier_1,805598,756,46,100000,24,0
APP-111634,37,Tier_2,300000,653,26,500000,12,0
APP-111635,24,Tier_3,300000,740,15,200000,12,0
APP-111636,31,Tier_3,616533,767,34,50000,36,0
APP-111637,29,Tier_3,628282,874,58,50000,24,0
APP-111638,34,Tier_2,570231,701,30,500000,24,0
APP-111639,33,Tier_2,413644,814,42,200000,12,1
APP-111640,30,Tier_3,638401,673,58,100000,36,0
APP-111641,42,Tier_3,581266,784,28,500000,36,0
APP-111642,45,Tier_2,435319,852,24,100000,24,0
APP-111643,41,Tier_1,841708,792,73,200000,36,0
APP-111644,29,Tier_1,631263,691,48,50000,36,0
APP-111645,38,Tier_2,300000,711,39,100000,36,0
APP-111646,31,Tier_1,932321,777,72,100000,24,0
APP-111647,21,Tier_1,754607,779,52,50000,36,0
APP-111648,34,Tier_3,710715,638,49,200000,36,0
APP-111649,38,Tier_1,777002,860,49,50000,24,0
APP-111650,29,Tier_1,1069477,775,72,50000,12,0
APP-111651,35,Tier_1,906150,751,71,100000,12,0
APP-111652,46,Tier_3,300000,810,30,50000,24,0
APP-111653,41,Tier_3,509816,720,38,200000,24,0
APP-111654,38,Tier_1,851279,714,74,50000,36,0
APP-111655,33,Tier_1,796480,850,63,100000,24,0
APP-111656,33,Tier_2,499650,705,46,100000,12,0
APP-111657,23,Tier_2,678228,694,58,100000,36,0
APP-111658,42,Tier_1,747706,655,46,50000,24,0
APP-111659,21,Tier_2,300000,772,39,50000,36,0
APP-111660,32,Tier_2,511693,708,38,100000,36,0
APP-111661,33,Tier_2,943917,583,55,50000,36,1
APP-111662,35,Tier_2,422389,758,18,100000,12,0
APP-111663,36,Tier_3,723286,820,38,200000,24,0
APP-111664,29,Tier_1,628059,718,45,50000,36,0
APP-111665,39,Tier_3,748347,795,65,50000,12,0
APP-111666,21,Tier_3,712183,620,44,100000,24,0
APP-111667,34,Tier_1,1058508,721,86,100000,12,0
APP-111668,52,Tier_1,789736,839,52,200000,24,0
APP-111669,29,Tier_1,992452,647,83,50000,24,0
APP-111670,38,Tier_1,539586,700,36,50000,24,0
APP-111671,27,Tier_1,930164,727,74,100000,36,0
APP-111672,33,Tier_1,1061311,816,69,200000,36,0
APP-111673,49,Tier_1,931067,730,58,200000,12,0
APP-111674,24,Tier_2,505771,668,36,50000,12,1
APP-111675,23,Tier_1,747329,650,45,100000,12,0
APP-111676,21,Tier_3,793771,744,46,50000,12,0
APP-111677,32,Tier_1,668485,900,37,100000,12,0
APP-111678,27,Tier_3,453727,667,35,100000,36,0
APP-111679,47,Tier_3,565763,745,37,100000,36,0
APP-111680,24,Tier_1,781928,884,42,200000,24,0
APP-111681,30,Tier_1,551604,774,40,500000,24,0
APP-111682,29,Tier_2,300000,900,10,500000,12,0
APP-111683,21,Tier_2,300000,784,27,100000,36,0
APP-111684,33,Tier_2,305618,854,31,100000,36,0
APP-111685,21,Tier_1,698342,691,58,50000,24,0
APP-111686,21,Tier_2,471037,751,28,500000,36,0
APP-111687,29,Tier_3,526719,787,32,100000,24,1
APP-111688,31,Tier_1,946513,777,75,50000,12,0
APP-111689,50,Tier_2,555188,818,51,200000,36,0
APP-111690,24,Tier_1,745641,779,39,100000,12,0
APP-111691,23,Tier_2,466789,707,42,200000,12,0
APP-111692,39,Tier_1,805654,737,60,50000,24,0
APP-111693,40,Tier_1,1045140,783,63,50000,12,0
APP-111694,27,Tier_2,377976,663,19,50000,12,0
APP-111695,33,Tier_1,617830,763,57,50000,24,0
APP-111696,38,Tier_2,590658,665,43,50000,12,0
APP-111697,48,Tier_1,716638,811,47,50000,12,0
APP-111698,27,Tier_2,485079,900,50,200000,12,0
